0.002000,40.244000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.002000,40.244000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.002000,40.244000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004000,40.243420,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004000,40.243420,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004000,40.243420,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004000,40.243420,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004000,40.243420,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004000,40.243420,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004000,40.243420,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004000,40.243420,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004000,40.243420,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004000,40.243420,0.000000,2.102351,0.000000,0.000000,0.000000,27.149627,9.049876,1.944435
0.004000,40.243420,0.000000,2.102351,0.000000,0.000000,0.000000,27.149627,9.049876,1.944435
0.004000,40.243420,0.000000,2.102351,0.000000,0.000000,0.000000,27.149627,9.049876,1.944435
0.006000,40.242272,0.000000,2.102351,0.000000,0.000000,0.000000,27.149627,9.049876,1.944435
0.006000,40.242272,0.000000,2.102351,0.000000,0.000000,0.000000,27.149627,9.049876,1.944435
0.006000,40.242272,0.000000,2.102351,0.000000,0.000000,0.000000,27.149627,9.049876,1.944435
0.006000,40.242272,0.000000,2.102351,0.000000,0.000000,0.000000,27.149627,9.049876,1.944435
0.006000,40.242272,0.000000,2.102351,0.000000,0.000000,0.000000,27.149627,9.049876,1.944435
0.006000,40.242272,0.000000,2.102351,0.000000,0.000000,0.000000,27.149627,9.049876,1.944435
0.006000,40.242272,0.000000,2.102351,0.000000,0.000000,0.000000,27.149627,9.049876,1.944435
0.006000,40.242272,0.000000,2.102351,0.000000,0.000000,0.000000,27.149627,9.049876,1.944435
0.006000,40.242272,0.000000,2.102351,0.000000,0.000000,0.000000,27.149627,9.049876,1.944435
0.006000,40.242272,0.000000,2.102351,0.000000,0.000000,0.000000,27.149627,9.049876,1.944435
0.006000,40.242272,0.000000,2.102351,0.000000,0.000000,0.000000,27.149627,9.049876,1.944435
0.006000,40.242272,0.000000,2.102351,0.000000,0.000000,0.000000,27.149627,9.049876,1.944435
0.008000,40.240566,0.000000,2.102351,0.000000,0.000000,0.000000,27.149627,9.049876,1.944435
0.008000,40.240566,0.000000,2.102351,0.000000,0.000000,0.000000,27.149627,9.049876,1.944435
0.008000,40.240566,0.000000,2.102351,0.000000,0.000000,0.000000,27.149627,9.049876,1.944435
0.008000,40.240566,0.000000,2.102351,0.000000,0.000000,0.000000,27.149627,9.049876,1.944435
0.008000,40.240566,0.000000,2.102351,0.000000,0.000000,0.000000,27.149627,9.049876,1.944435
0.008000,40.240566,0.000000,2.102351,0.000000,0.000000,0.000000,27.149627,9.049876,1.944435
0.008000,40.240566,0.000000,2.102351,0.000000,0.000000,0.000000,27.149627,9.049876,1.944435
0.008000,40.240566,0.000000,2.102351,0.000000,0.000000,0.000000,27.149627,9.049876,1.944435
0.008000,40.240566,0.000000,2.102351,0.000000,0.000000,0.000000,27.149627,9.049876,1.944435
0.008000,40.240566,0.000000,2.102351,0.000000,0.000000,0.000000,27.149627,9.049876,1.944435
0.008000,40.240566,0.000000,2.098967,0.000080,0.000000,0.000000,27.149627,9.049854,1.942037
0.008000,40.240566,0.000000,2.098967,0.000080,0.000000,0.000000,27.149627,9.049854,1.942037
0.010000,40.238313,0.000000,2.098967,0.000080,0.000000,0.000000,27.149627,9.049854,1.942037
0.010000,40.238313,0.000000,2.098967,0.000080,0.000000,0.000000,27.149627,9.049854,1.942037
0.010000,40.238313,0.000000,2.098967,0.000080,0.000000,0.000000,27.149627,9.049854,1.942037
0.010000,40.238313,0.000000,2.098967,0.000080,0.000000,0.000000,27.149627,9.049854,1.942037
