0.002000,10.973020,0.035809,1.887335,9.049876,0.000000
0.004000,10.958441,0.035809,1.887335,9.049876,0.000000
0.004000,10.958441,0.035809,1.887335,9.049876,0.000000
0.004000,10.958441,0.035809,1.887335,9.049876,0.000000
0.006000,10.929581,0.035809,1.887335,9.049876,0.000000
0.006000,10.929581,0.035809,1.887335,9.049876,0.000000
0.006000,10.929581,0.035809,1.887335,9.049876,0.000000
0.006000,10.929581,0.035809,1.887335,9.049876,0.000000
0.006000,10.929581,0.035809,1.887335,9.049876,0.000000
0.006000,10.929581,0.035625,1.873049,9.049767,0.000000
0.006000,10.929581,0.035625,1.873049,9.049767,0.000000
0.006000,10.929581,0.035625,1.873049,9.049767,0.000000
0.006000,10.929581,0.035625,1.873049,9.049767,0.000000
0.006000,10.929581,0.035625,1.873049,9.049767,0.000000
0.006000,10.929581,0.035625,1.873049,9.049767,0.000000
0.006000,10.929581,0.035625,1.873049,9.049767,0.000000
0.008000,10.899436,0.035625,1.873049,9.049767,0.000000
0.008000,10.899436,0.035625,1.873049,9.049767,0.000000
0.008000,10.899436,0.035625,1.873049,9.049767,0.000000
0.008000,10.899436,0.035625,1.873049,9.049767,0.000000
0.008000,10.899436,0.035625,1.873049,9.049767,0.000000
0.008000,10.899436,0.035625,1.873049,9.049767,0.000000
0.008000,10.899436,0.035625,1.873049,9.049767,0.000000
0.008000,10.899436,0.035625,1.873049,9.049767,0.000000
0.008000,10.899436,0.035527,1.814356,9.049553,0.000000
0.008000,10.899436,0.035527,1.814356,9.049553,0.000000
0.008000,10.899436,0.035527,1.814356,9.049553,0.000000
0.008000,10.899436,0.035527,1.814356,9.049553,0.000000
0.010000,10.865697,0.035527,1.814356,9.049553,0.000000
0.010000,10.865697,0.035527,1.814356,9.049553,0.000000
0.010000,10.865697,0.035527,1.814356,9.049553,0.000000
0.010000,10.865697,0.035527,1.814356,9.049553,0.000000
0.010000,10.865697,0.035527,1.814356,9.049553,0.000000
0.010000,10.865697,0.035527,1.814356,9.049553,0.000000
0.010000,10.865697,0.035527,1.814356,9.049553,0.000000
0.010000,10.865697,0.035527,1.814356,9.049553,0.000000
0.010000,10.865697,0.035527,1.814356,9.049553,0.000000
0.010000,10.865697,0.035527,1.814356,9.049553,0.000000
0.010000,10.865697,0.035527,1.814356,9.049553,0.000000
0.010000,10.865697,0.035527,1.814356,9.049553,0.000000
0.012000,10.815748,0.036226,1.782329,9.047142,0.000000
0.012000,10.815748,0.036226,1.782329,9.047142,0.000000
0.012000,10.815748,0.036226,1.782329,9.047142,0.000000
0.012000,10.815748,0.036226,1.782329,9.047142,0.000000
0.012000,10.815748,0.036226,1.782329,9.047142,0.000000
0.012000,10.815748,0.036226,1.782329,9.047142,0.000000
0.012000,10.815748,0.036226,1.782329,9.047142,0.000000
0.012000,10.815748,0.036226,1.782329,9.047142,0.000000
0.012000,10.815748,0.036226,1.782329,9.047142,0.000000
0.012000,10.815748,0.036226,1.782329,9.047142,0.000000
0.012000,10.815748,0.036226,1.782329,9.047142,0.000000
0.012000,10.815748,0.036226,1.782329,9.047142,0.000000
0.014000,10.753976,0.036226,1.782329,9.047142,0.000000
0.014000,10.753976,0.036226,1.782329,9.047142,0.000000
0.014000,10.753976,0.036226,1.782329,9.047142,0.000000
0.014000,10.753976,0.036226,1.782329,9.047142,0.000000
0.014000,10.753976,0.035618,1.705678,9.012671,0.000010
0.014000,10.753976,0.035618,1.705678,9.012671,0.000010
0.014000,10.753976,0.035618,1.705678,9.012671,0.000010
0.014000,10.753976,0.035618,1.705678,9.012671,0.000010
0.014000,10.753976,0.035618,1.705678,9.012671,0.000010
0.014000,10.753976,0.035618,1.705678,9.012671,0.000010
0.014000,10.753976,0.035618,1.705678,9.012671,0.000010
0.014000,10.753976,0.035618,1.705678,9.012671,0.000010
0.016000,10.698391,0.035618,1.705678,9.012671,0.000010
0.016000,10.698391,0.035618,1.705678,9.012671,0.000010
