0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.019000,0.052000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.019000,0.052000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.000000,-0.000033,-0.000026,0.000102,-0.000000,0.000000,-0.000003,-0.000005,0.000064,0.000001,0.000001,0.000001,0.000160,0.000013,0.000061,0.000038,-0.000042,-0.000002,-0.018926,0.052002,0.000109,-0.000002,-0.000005,0.000064,-0.000001,-0.000001,0.000001,0.000162,0.000013,-0.000061,0.000039,-0.000042,-0.000002,-0.018926,0.052002,0.000109,-0.000419,0.000000,-0.000000,0.000440,0.000000,-0.000000,-0.000180,-0.000000,0.000000,0.000041,-0.000002,0.000074,-0.000021,-0.000023,0.000019,-0.000074,0.000070,-0.000027,0.000001,0.000004,-0.000048,0.000004,0.000001,-0.000265,0.000491,-0.002172,0.004047,0.001351,0.003709,0.000041,-0.000002,0.000074,-0.000021,-0.000023,0.000019,-0.000074,0.000070,-0.000027,0.000001,0.000004,-0.000048,0.000004,0.000001,-0.000265,0.000491,-0.002172,0.004051,0.001352,0.003712
-0.000000,-0.000098,-0.000078,0.000299,-0.000000,0.000001,-0.000002,-0.000015,0.000188,0.000002,0.000002,0.000002,0.000480,0.000039,0.000183,0.000110,-0.000124,-0.000004,-0.018796,0.052005,0.000304,-0.000000,-0.000015,0.000190,-0.000002,-0.000002,0.000002,0.000487,0.000039,-0.000183,0.000114,-0.000123,-0.000005,-0.018796,0.052004,0.000305,-0.001209,0.000000,-0.000001,0.001232,0.000000,-0.000000,-0.000456,-0.000000,0.000000,0.000098,-0.000005,0.000196,-0.000060,-0.000060,0.000032,-0.000203,0.000182,-0.000082,-0.000032,-0.000025,-0.000130,-0.000026,-0.000081,-0.000476,0.001522,-0.005317,0.010273,0.003431,0.009458,0.000098,-0.000005,0.000196,-0.000060,-0.000060,0.000032,-0.000204,0.000182,-0.000082,-0.000032,-0.000025,-0.000130,-0.000026,-0.000081,-0.000476,0.001522,-0.005318,0.010280,0.003432,0.009464
-0.000000,-0.000196,-0.000156,0.000591,-0.000000,0.000003,0.000002,-0.000029,0.000372,0.000004,0.000004,0.000003,0.000957,0.000077,0.000364,0.000217,-0.000245,-0.000009,-0.018623,0.052008,0.000568,0.000007,-0.000029,0.000377,-0.000004,-0.000004,0.000003,0.000974,0.000078,-0.000366,0.000226,-0.000244,-0.000009,-0.018623,0.052007,0.000568,-0.002366,0.000001,-0.000003,0.002368,0.000000,-0.000000,-0.000821,-0.000000,0.000000,0.000158,-0.000010,0.000336,-0.000109,-0.000104,0.000033,-0.000360,0.000307,-0.000153,-0.000098,-0.000087,-0.000228,-0.000093,-0.000252,-0.000646,0.002892,-0.008889,0.017669,0.005788,0.016324,0.000158,-0.000010,0.000336,-0.000109,-0.000104,0.000033,-0.000360,0.000307,-0.000153,-0.000098,-0.000087,-0.000229,-0.000093,-0.000252,-0.000646,0.002893,-0.008890,0.017679,0.005789,0.016332
-0.000000,-0.000326,-0.000259,0.000974,-0.000000,0.000005,0.000011,-0.000048,0.000612,0.000006,0.000007,0.000005,0.001591,0.000128,0.000604,0.000355,-0.000402,-0.000015,-0.018419,0.052011,0.000884,0.000022,-0.000049,0.000621,-0.000007,-0.000008,0.000005,0.001623,0.000129,-0.000609,0.000373,-0.000401,-0.000015,-0.018420,0.052009,0.000885,-0.003883,0.000001,-0.000005,0.003840,0.000001,-0.000001,-0.001270,0.000000,0.000000,0.000213,-0.000014,0.000479,-0.000161,-0.000148,0.000020,-0.000525,0.000427,-0.000235,-0.000191,-0.000176,-0.000328,-0.000192,-0.000508,-0.000787,0.004483,-0.012570,0.025675,0.008189,0.023795,0.000213,-0.000014,0.000479,-0.000161,-0.000148,0.000020,-0.000525,0.000427,-0.000235,-0.000191,-0.000176,-0.000328,-0.000192,-0.000508,-0.000787,0.004484,-0.012569,0.025687,0.008189,0.023805
-0.000014,-0.000676,-0.000334,-0.000845,-0.000508,0.000056,0.002583,0.000479,0.000973,0.000022,0.000022,0.000011,0.002614,0.000220,0.001004,0.005447,0.000397,-0.000174,-0.018208,0.052009,0.001245,0.002495,-0.000688,0.001304,-0.000021,-0.000021,0.000008,0.002278,0.000179,-0.000874,0.002940,0.000128,-0.000085,-0.018192,0.052013,0.001238,-0.002730,0.000644,0.000170,0.004688,-0.000207,-0.000129,-0.001395,-0.000056,0.000229,0.000102,0.000029,0.000458,0.000074,0.000047,0.000145,-0.000461,0.000388,0.000122,0.000923,0.001005,-0.000103,0.000943,0.001900,-0.000823,0.003793,-0.015885,0.034023,0.010880,0.031615,0.000317,-0.000023,0.000744,-0.000253,-0.000239,0.000043,-0.000812,0.000670,-0.000342,-0.000334,-0.000296,-0.000468,-0.000325,-0.000942,-0.000673,0.011095,-0.016227,0.033771,0.010304,0.031503
-0.000045,-0.001228,-0.000388,-0.004667,-0.001496,0.000170,0.007416,0.001522,0.001474,0.000046,0.000046,0.000018,0.003645,0.000319,0.001414,0.012734,0.001531,-0.000451,-0.017977,0.052007,0.001632,0.007222,-0.001907,0.002413,-0.000041,-0.000042,0.000010,0.002936,0.000227,-0.001155,0.007147,0.001104,-0.000220,-0.017945,0.052018,0.001617,0.000801,0.001916,0.000504,0.005055,-0.000650,-0.000365,-0.001287,-0.000123,0.000655,-0.000107,0.000105,0.000336,0.000489,0.000383,0.000378,-0.000248,0.000264,0.000780,0.002921,0.003089,0.000341,0.003007,0.006513,-0.000796,0.002265,-0.019047,0.042454,0.013359,0.039528,0.000399,-0.000023,0.001007,-0.000342,-0.000332,0.000072,-0.001096,0.000887,-0.000445,-0.000496,-0.000431,-0.000560,-0.000479,-0.001472,-0.000526,0.018899,-0.019722,0.041972,0.012283,0.039379
-0.000116,-0.001687,-0.000507,-0.007014,-0.003517,0.000453,0.010585,0.003686,0.002039,0.000065,0.000066,0.000030,0.004243,0.000392,0.001649,0.020742,0.002772,-0.000791,-0.017708,0.052006,0.002027,0.010138,-0.004351,0.003736,-0.000055,-0.000056,0.000013,0.002383,0.000167,-0.000981,0.004623,0.002317,-0.001121,-0.017624,0.052037,0.001991,0.002845,0.004491,0.001315,0.004300,-0.001556,-0.000861,0.001284,-0.000766,0.000155,-0.000371,0.000198,0.000274,0.001022,0.000761,0.000866,-0.000003,0.000299,0.001773,0.005758,0.006106,0.000999,0.006008,0.013462,0.000593,0.006493,-0.022098,0.050692,0.015400,0.047437,0.000260,0.000053,0.001115,-0.000164,-0.000233,0.000320,-0.001128,0.000941,-0.000094,0.000423,0.000570,-0.000229,0.000520,0.000397,0.000060,0.025597,-0.023037,0.050393,0.014225,0.047474
-0.000201,-0.002069,-0.000690,-0.008043,-0.006324,0.000729,0.012318,0.006720,0.002861,0.000083,0.000084,0.000044,0.004452,0.000437,0.001734,0.029207,0.004022,-0.001192,-0.017410,0.052006,0.002425,0.011503,-0.007762,0.005247,-0.000064,-0.000067,0.000018,0.001150,0.000046,-0.000549,0.000130,0.004292,-0.002476,-0.017261,0.052061,0.002361,0.003664,0.007927,0.002653,0.002213,-0.002739,-0.001599,0.006450,-0.001849,-0.001009,-0.000797,0.000334,0.000133,0.001686,0.001196,0.001553,0.000399,0.000283,0.003054,0.009258,0.009861,0.001982,0.009710,0.022604,0.003594,0.010868,-0.024891,0.058947,0.017340,0.055408,-0.000044,0.000185,0.001116,0.000192,-0.000025,0.000754,-0.000975,0.000908,0.000585,0.002134,0.002413,0.000427,0.002369,0.004260,0.001673,0.032061,-0.026071,0.058778,0.016012,0.055569
-0.000211,-0.002345,-0.000962,-0.007383,-0.009215,0.000625,0.012452,0.010007,0.004093,0.000105,0.000107,0.000067,0.004954,0.000502,0.001927,0.038499,0.004770,-0.001653,-0.017123,0.051997,0.002830,0.011008,-0.011437,0.006842,-0.000071,-0.000075,0.000025,-0.000472,-0.000104,0.000034,-0.004806,0.006889,-0.004106,-0.016874,0.052087,0.002725,0.002632,0.010631,0.004724,-0.000915,-0.003359,-0.002917,0.014129,-0.003603,-0.003098,-0.001443,0.000549,-0.000072,0.002487,0.001670,0.002490,0.000961,0.000092,0.004574,0.013304,0.014197,0.003424,0.014000,0.033846,0.008021,0.014652,-0.027496,0.067173,0.019042,0.063360,-0.000516,0.000362,0.000914,0.000743,0.000331,0.001301,-0.000558,0.000756,0.001614,0.004760,0.005227,0.001366,0.005164,0.010609,0.004614,0.035057,-0.028674,0.067102,0.017788,0.063566
